Title	Lyrics	Value
Bleach Blonde	It's been a long year Been a long night Took a shot at love for the first time And I tried To keep it together inside  So many hours Too many days and months I'm still struggling to give her up I was reachin for a lifeline I was lookin for a good time  But there's a bleach blonde girl with the records on And a smile on her face like she knows what's up Whoa Well if she don't care, then I don't care  She's a new tattoo And I won't forget Her sun kissed skin Shining on forever I don't wanna wait for the endless summer I don't wanna wait, no I don't wanna wait For the endless summer  Took her out, took in the moonlight Got lost in the stars in her eyes And I'm blinded by the light  She was this and that and everything in between A secret word and I know the meaning How could I go for so long without her, yeah  But there's a bleach blonde girl with the records on And a smile on her face like she knows what's up Whoa Well if she don't care, then I don't care  She's a new tattoo And I won't forget Her sun kissed skin Shining on forever I don't wanna wait for the endless summer I don't wanna wait, no I don't wanna wait For the endless summer   It's been a long year Been a long night Took a shot at love for the first time I can't wait any longer, wait any longer  But there's a bleach blonde girl with the records on And a smile on her face like she knows what's up Whoa Well if she don't care, then I don't care  She's a new tattoo And I won't forget Her sun kissed skin Shining on forever I don't wanna wait for the endless summer I don't wanna wait, no I don't wanna wait For the endless summer  I don't wanna wait, no I don't wanna wait I don't wanna wait, no I don't wanna wait I don't wanna wait, no I don't wanna wait 	1
Blind faith	I was happy where L.O.S (line of sight） I was really alive Saying my favoritism Craving for a reason But you came to me All begun to miss And I am missing this You ruin my life And you are telling my faith faith faith U ruin my life my life And u taught my faith my faith my faith  I was happy where L.O.S (line of sight） I was really alive Saying my favoritism Craving for a reason But you came to me All begun to miss And I am missing this  I was happy where L.O.S (line of sight） I was really alive Saying my favoritism Craving for a reason But you came to me All begun to miss And I am missing this You ruin my life And you are telling my faith faith faith U ruin my life my life And u taught my faith my faith my faith	1
Blinding Lights	Yeah  I've been tryna call I've been on my own for long enough Maybe you can show me how to love, maybe I'm going through withdrawals You don't even have to do too much You can turn me on with just a touch, baby I look, around and  Sin city's cold and empty (Oh) No one's around to judge me (Oh) I can't see clearly when you're gone  I said, ooh, I'm blinded by the lights No, I can't sleep until I feel your touch I said, ooh, I'm drowning in the night Oh, when I'm like this, you're the one I trust Hey, hey, hey  I'm running out of time 'Cause I can see the sun light up the sky So I hit the road in overdrive, baby, oh  The city's cold and empty (Oh) No one's around to judge me (Oh) I can't see clearly when you're gone  I said, ooh, I'm blinded by the lights No, I can't sleep until I feel your touch I said, ooh, I'm drowning in the night Oh, when I'm like this, you're the one I trust  I'm just walking by to let you know (By to let you know) I can never say it on my phone (Say it on my phone) Will never let you go this time (Ooh)  I said, ooh, I'm blinded by the lights No, I can't sleep until I feel your touch Hey, hey, hey Hey, hey, hey  I said, ooh, I'm blinded by the lights No, I can't sleep until I feel your touch	1
Bloodshot	Hey, what'cha doin' to me babe? I'm really feeing your swag... You got me twisted like that. Now, I'm smoking on your vibes Got me straight hittin' the floor But got me flyin' so high. [00:52.88 [01:51.05 [01:54.41 [02:07.90 [02:11.53 [02:15.10 While you watch me put on a show Sit let's flip the role I'll have you losing control. I'll grind you down and light you up next thing you know, won't know what's  up That's how it goes, Got that? Good, now watch it grow.	1
Bloom	 Where we are, we stay this way Wrapped up in a summer daze Try to find that piece of time That lets me freeze you in my mind  I don't want us to change, don't want us to chip away Oh, I am trying to save our bodies against the waves  Could we stay in bloo-ooo-oom? Everything is new, ooh, ooh I don't want to leave this room, just let me stay Let me stay with you Could we stay in bloo-ooo-oom?  Could we stay in? Could we stay in? Could we stay in? Could we stay in?  Holding tight to what we had If it's lost, will it come back? Tell me if this windin' road Is made of dirt or made of gold  I don't want us to change, don't want us to chip away Oh, I am trying to save our bodies against the waves  Could we stay in bloo-ooo-oom? Everything was new, ooh, ooh I don't want to leave this room, just let me stay Let me stay with you Could we stay in bloo-ooo-oom?  I don't want to leave this room, just let me stay Let me stay with you Could we stay in bloo-ooo-oom?  Could we stay in? Could we stay in? Could we stay in? Could we stay in? Could we stay in? Could we stay in?  Could we stay in bloom? Could we stay in bloom? Could we stay in bloom? Could we stay in bloom? Could we stay in bloom? Could we stay in bloom? 	1
Blue Skies	Blue skies smiling at me Nothing but blue skies, all I see Blue birds singing a song Nothing but blue skies, from now on I never saw the sun shining so bright Never saw things going so right Noticing the days hurrying bad When you're in love, oh my how they fly But blue days, all of them gone Nothing but blue skies, from now on Ooh, ooh, ooh-ooh, ooh-ooh, ooh Ooh, ooh, ooh, ooh-ooh Blue skies smiling at me Nothing but blue skies, all I see Blue birds singing a song Nothing but blue skies, from now on Ooh, ooh, ooh-ooh, ooh-ooh, ooh Ooh, ooh, ooh, ooh-ooh But blue days, all of them gone Nothing but blue skies, from now on	1
Bodega Rose	Rainy bodega roses The shop never closes They change shifts at dawn Even in the smallest hours Fresh cut red flowers But you just walk on My love, my grey-eyed City child We could've grown wild We could've grown wild But this is what we chose The endless night The bodega rose Odd shadows of trees in the park Claim the darkest dark While we sleep Tangled beneath the covers Tangled in each other And try to dream deep My love, my grey-eyed City child We could've grown wild We could've grown wild But this is what we chose The endless night The bodega rose Silence is wedded to sound That comes up through the ground Singing for us But few things moves us like before Nothing anymore Is what it once was My love, my grey-eyed City child We could've grown wild We could've grown wild But this is what we chose The endless night The bodega rose My love, my grey-eyed City child We could've grown wild But this is what we chose The endless night The bodega rose And it was no kind of test We just chose the loneliness We bore the best	1
Body Count	Yeah You don't gotta tell me bout your body count I don't gotta know your ex's name Cause if it just so happens that you turn around and ask me I think you might feel some type of way I dodger **** on the daily I know it's funny but it's true And I bought this Mercedes all by myself Got the papers to prove We don't need no one Trying to take our freedom Time won't let you stay young So we don't care what they say We gon' love who we wanna love (Love who we wanna love) We don't care what they say We gon' love who we wanna love You don't gotta tell me about your body count Baby, I ain't gonna post you on my page 'Cause odds are that goodbyes are c*****g soon So maybe you should put a rubber On your heart before it breaks 'Cause all your friends want my baby I know it's funny but it's true But some nights I would rather make love to myself Singing to my own damn tune We don't need no one Trying to take our freedom Time won't let you stay young So we don't care what they say We gon' love who we wanna love (Love who we wanna love) (Na na na na na) We don't care what they say We gon' love who we wanna love I saw my ex and then I swerved Sue me Miss me with that bulls*it the birds Sue me I know they did me dirty while I still had title But I don't hold any anger I just swerve Hallelujah Hallelujah	1
Bomb Digga Woo	I like a story that falls Beginning to a total destruction I like a lady that calls Says I remind her of her father  I like a little crazy I like a little fun but I need a lot of pain to Mix in with the love  Yeah it's you It's you And I know you're proof That everything's just  Bomb digga bomb bomb digga digga Bomb digga bomb bomb digga woo  Bomb digga bomb bomb digga digga Bomb digga bomb bomb digga woo  I'd like a little more trust I've never really had much of it I'd like to look in your eyes and tell you that I'm just not worth it but  You like a little crazy And thats what makes it fun but We need a lot of pain to Mix in with the love  Yeah it's me And you And you know we're proof That everything's just  Bomb digga bomb bomb digga digga Bomb digga bomb bomb digga woo  Bomb digga bomb bomb digga digga Bomb digga bomb bomb digga woo  All I gotta say is that I want you Even when you push me back I know what you're going through Living life raw independent must hard looking stunning While the pressure's building up and the grind never stops so  Hit me, bite me, say you wanna kill me I can take it all baby I'm a little crazy You should be yourself when the world wants to change you You should be yourself 'cause that's just what I like you  I like a little crazy I like a little fun but I need a lot of pain to Mix in with the love  Yeah it's you It's you And I know you're proof That everything's just  Bomb digga bomb bomb digga digga Bomb digga bomb bomb digga woo  Bomb digga bomb bomb digga digga Bomb digga bomb bomb digga woo	1
Boo'd Up	Feelings, so deep in my feelings Notice they ain't really like me Can't control my anxiety Feeling, like I'm touching the ceiling When I'm with you I can't breathe Boy you do something to me Ooh, now I’ll never get over you until I find something new That get me high like you do Ooh, now I’ll never get over you until I find something new That get me high like you do Listen to my heart go badum, boo'd up Biddy-da-dum, boo'd up Hear my heart go badum, boo'd up Biddy-da-dum it just won't stop, it go Badum, boo'd up Biddy-da-dum, boo'd up Hear my heart go badum, boo'd up Biddy-da-dum, it just won't stop, it go How, how many ways can I say that I need you baby, it's true I think I might die without you Feeling all over my body You know how I like it Ain't gotta tell you what to do Ooh, now I’ll never get over you until I find something new That get me high like you do Ooh, now I’ll never get over you until I find something new That get me high like you do Listen to my heart go badum, boo'd up Biddy-da-dum, boo'd up Hear my heart go badum, boo'd up Biddy-da-dum it just won't stop, it go Badum, boo'd up Biddy-da-dum, boo'd up Hear my heart go badum, boo'd up Biddy-da-dum, it just won't stop, it go Head over heels in love Riding funny, I ain't gotta look no more baby, hah I wanna build this love And everything you want, you ain't gotta ask for You got me boo'd up, boo'd up Boo'd up, boo'd up Told you from the jump I'm the one that you took Got me boo'd up, boo'd up Boo'd up, boo'd up Grab me by the waist baby, pull me closer Ooh, now I’ll never get over you until I find something new That get me high like you do Ooh, now I’ll never get over you until I find something new That get me high like you do Listen to my heart go badum, boo'd up Biddy-da-dum, boo'd up Hear my heart go badum, boo'd up Biddy-da-dum it just won't stop, it go Badum, boo'd up Biddy-da-dum, boo'd up Hear my heart go badum, boo'd up Biddy-da-dum, it just won't stop, it go This is such a crazy feeling though I don't want to get too attached, but I feel like I already am My mind's telling me one thing, but I guess I should listen to my heart Right?	1
Boss Bitch	I ain't tryna I ain't tryna I ain't tryna Ain't tryna be cool like you Wobbling around in your High heel shoes I'm clumsy Made friends with the floor 2 for 1 you know A b***h buy four And 2 left feet you know I always drop First thing a girl did was a Bop I'm the whole d**n cake And the cherry on top Shook up the bottle Made a good girl pop You ain't even here to party Ken in the club tryna Pipe a Barbie I don't wanna go go go With the flow Back bend 'til I touch my toes I don't wanna Row row row the boat Wrist full of rocks And I hope I float Big up yourself cause you know they don't I chew chew chew Cause they Hope I choke I'm a b***h I'm a boss I'm a b***h and a boss Ima shine like gloss I'm a b***h I'm a boss I'm a b***h and a boss Ima shine like gloss I'm a b***h I'm a boss I'm a b***h and a boss Ima shine like gloss I'm a b***h I'm a boss I'm a b***h and a boss Ima shine like gloss Said b***h Imma ask her You been there before I been the stallion You been the seahorse Don't need a report Don't need a press run All of my bad pics been all my best ones I wear the hat and I wear the pants I am advanced so I get advanced and I do my dance and cancel the plans Said boo don't be mad cause you had the chance Yeah Say I took it and I ran for it I won it then I stand on it Money on the ground when we dance on it Shine bright let them put a tan on it Say I took it and I ran for it I won it then I stand on it Money on the floor when we dance on it Shine bright let them put a tan on it like I'm a b***h I'm a boss I'm a b***h and a boss Ima shine like gloss I'm a b***h I'm a boss I'm a b***h and a boss Ima shine like gloss I'm a b***h I'm a boss I'm a b***h and a boss Ima shine like gloss I'm a b***h I'm a boss I'm a b***h and a boss Ima shine like gloss I'm a boss I'm a b***h I'm a boss I'm a b***h I'm a boss I'm a b***h and a boss Ima shine like gloss I'm a b***h I'm a boss I'm a b***h and a boss Ima shine like gloss I'm a b***h I'm a boss I'm a b***h and a boss Ima shine like gloss I'm a b***h I'm a boss I'm a b***h and a boss Ima shine like gloss I'm a b***h I'm a boss I'm a b***h and a boss Ima shine like gloss	1
Boys	Ay, boy, whatcha say, boy? You tryna play coy like a Gameboy? Hit my phone boy, is you home boy? Are you alone boy? Come give me dome, boy Got a boy with degrees, a boy in the streets A boy on his knees, he a man in the sheets Sheesh, it's all Greek to me Got this boy speaking Spanish, ay Papi Baby, I don't need you I just wanna freak you I heard you a freak, too What's 2 plus 2? (4, 3, 2, ow) Boys, boys, boys Make a girl go crazy (4, 3, 2, ow) Boys, boys, boys Make a girl go crazy (4, 3) I like big boys, itty bitty boys Mississippi boys, inner city boys I like the pretty boys with the bow tie Get your nails did, let it blow dry I like a big beard, I like a clean face I don't discriminate, come and get a taste From the playboys to the gay boys Go and slay, boys, you my fave boys Baby, I don't need you (I don't need) I just wanna freak you (Want, I want it bad) I heard you a freak, too (That's right) What's 2 plus 2? (4, 3, 2, ow) Boys, boys, boys Make a girl go crazy (4, 3, 2, ow) Boys, boys, boys Make a girl go crazy (4, 3, 2, ow) 4, 3, 2, ow (Woo) Boys, boys, boys Make a girl go crazy (4, 3, 2, ow, done lost your mind) Boys, boys, boys Make a girl go crazy, ow	1
Break Free	If you want it, take it I should have said it before Tried to hide it, fake it I can’t pretend anymore I only want to die alive Never by the hands of a broken heart I don’t wanna hear you lie tonight Now that I’ve become who I really am This is the part when I say I don’t want it I’m stronger than I’ve been before This is the part when I break free Cause I can’t resist it no more This is the part when I say I don’t want it I’m stronger than I’ve been before This is the part when I break free Cause I can’t resist it no more You were better, deeper I was under your spell Like a deadly fear I am, babe On the highway to hell I only want to die alive Never by the hands of a broken heart I don’t wanna hear you lie tonight Now that I’ve become who I really am This is the part when I say I don’t want it I’m stronger than I’ve been before This is the part when I break free Cause I can’t resist it no more This is the part when I say I don’t want it I’m stronger than I’ve been before This is the part when I break free Cause I can’t resist it no more (Our love baby, oooh) The thought on your body I came alive It was lethal It was fatal In my dreams it felt so right But I woke up and pretend Oh baby This is the part when I say I don’t want it I’m stronger than I’ve been before This is the part when I break free Cause I can’t resist it no more This is the part when I say I don’t want it I’m stronger than I’ve been before This is the part when I break free Cause I can’t resist it no more	1
Breathe In The Moment	 Standing at the edge of paradise Watching moments of my life flash in my mind It took a million miles to finally get to you If you only knew, oh And I could show you every faded scar But none of it would matter in your arms  I just wanna crash into you, and breathe in the moment Time barely moves, and we don't even notice Oh, oh, my heart's breakin' open Oh, oh, so breathe in the moment  So breathe in the moment Breathe in the moment  Pieces of my soul got ripped away But in the light of you they somehow get replaced And I could show you every faded scar But none of it would matter in your arms  I just wanna crash into you, and breathe in the moment Time barely moves, and we don't even notice Oh, oh, my heart's breakin' open Oh, oh, so breathe in the moment  So breathe in the moment Breathe in the moment  Breathe in the moment 	1
Breathe On Me	It`s so hot in here  Oh, it`s so hot, and i need some air. Oh boy, don't stop cos I`m halfway there It`s not complicated, were just syncopated We can read each others minds. One love united Two bodies synchronising Don`t even need to touch me Baby, just Breathe on me, yeah, oh  Baby just, breathe on me We don`t need to touch, just Breathe, oh, yeah Oh, this is way beyond the physical (its a way beyond the physical) Tonight, my senses don`t make sense at all Our imagination, taking us to places We have never been before Take me in, let it out Don`t even need to touch me Baby, just Breathe on me, yeah, oh baby Just, breathe on me. We don`t need to touch, just Breathe (breathe) on (on) me (me), oh baby Just, breathe (breathe) on (on) me (me) We don`t need to touch Just breathe  Monogamy is the way to go Just put your lips together and blow  Breathe, breathe.......oh Breathe on me (oh oh) oh Baby just, breathe on me (on me) We don`t need to touch, just Breathe (breathe) on (on) me (me) oh Baby just, breathe (breathe) on (on) me (me) We don`t need to touch, just	1
Breathe	Out of the ocean The water falls on my skin I see you in slow motion Will you end I begin? Who am I without you? Where am I without you? Cause I can't breathe Cause I can't breathe without you Where am I without you? Cause I can't breathe Cause I can't breathe without you Where am I without you? Out of the ocean The water falls on my skin I see you in slow motion Will you end I begin? Who am I without you? Where am I without you? Cause I can't breathe Where am I without you? Cause I can't breathe	1
Breathless (TV Version)	If our love was a fairy tale I would charge in and rescue you On a yacht baby we would sail To an island where we’d say I do And if we had babies they would look like you It’d be so beautiful if that came true You don’t even know how very special you are Chorus You leave me breathless You’re everything good in my life You leave me breathless I still can’t believe that you’re mine You just walked out of one of my dreams So beautiful you’re leaving me Breathless And if our love was a story book We would meet on the very first page The last chapter would be about How I’m thankful for the life we’ve made And if we had babies they would have your eyes I would fall deeper watching you give life You don’t even know how very special you are You leave me breathless You’re everything good in my life You leave me breathless I still can’t believe that you’re mine You just walked out of one of my dreams So beautiful you’re leaving me You must have been sent from heaven to earth to change me You’re like an angel The thing that I feel is stronger than love believe me You’re something special I only hope that I’ll one day deserve what you’ve given me But all I can do is try Every day of my life You leave me breathless You’re everything good in my life You leave me breathless I still can’t believe that you’re mine You just walked out of one of my dreams So beautiful you’re leaving me Breathless You leave me breathless You’re everything good in my life You leave me breathless I still can’t believe that you’re mine You just walked out of one of my dreams So beautiful you’re leaving me Breathless	1
Broken & Beautiful (from the movie UGLYDOLLS)	I never held my hand out And asked for something free I got pride I could roll out For miles in front of me I don't need your help And I don't need sympathy I don't need you to lower the bar for me  I know I'm superwoman I know I'm strong I know I've got this Cause I've had it all along I'm phenomenal And I'm enough I don't need you to tell me who to be  Can someone just hold me? Don't fix me Don't try to change a thing Can someone just know me? 'Cause underneath I'm broken and it's beautiful I'm broken and it's beautiful I'm broken and it's beautiful I'm broken and it's beautiful I'm broken and it's beautiful  Walking on the ocean Turn water into wine We bury our emotion And pretend that we're just fine The only way to live now Is to know you're going to fly Don't listen to the lying liars and their lies  I know I'm superwoman I know I'm strong I know I've got this Cause I've had it all along I'm phenomenal I'm enough I don't need you to tell me who to be  Can someone just hold me? Don't fix me Don't try to change a thing Can someone just know me? 'Cause underneath I'm broken and it's beautiful I'm broken and it's beautiful I'm broken and it's beautiful I'm broken and it's beautiful I'm broken and it's beautiful  I'm tired Can I just be tired? Without piling on all sad and scared And out of time I'm wild Can I just be wild? Without feeling like I'm failing And I'm losing my mind  Can someone just hold me? Don't fix me Don't try to change a thing Can someone just know me? 'Cause underneath I'm broken and it's beautiful I'm broken and it's beautiful I'm broken and it's beautiful I'm broken and it's beautiful It's beautiful It's beautiful It's beautiful I'm broken and it's beautiful It's beautiful It's beautiful It's beautiful I'm broken and it's beautiful	1
Buried Treasure	Let it out Cause I am buried breathing Coming down Cause I’m too dizzy from the high You’re mum and I can’t just cry Just like a dreamer can’t remember waking up It’s you fall behind And my heart is saying never And I’m not looking back Cause I know the end was buried there where I met you I got lost when you were found It’s silent tonight, yeah, it’s over Cause I love like this is nothing I get used to So I hide my heart forever like a buried treasure Get it out Don’t want my whole root down this tree My treasure’s locked out When nobody ever sees And I could learn how to love But my heart not worth breaking So I’m gonna keep locking it now Cause you’re the chance that I’m not taking And I’m not looking back Cause I know the end was buried there where I met you I got lost when you were found It’s silent tonight, yeah, it’s over Cause I love like this is nothing I get used to So I hide my heart forever like a buried treasure I’m not the one Sorry I’m not the one to give my heart out Nothing’s gonna change my mind Don’t look for me Don’t you come back for me Cause I am the treasure you will never find And I’m not looking back Cause I know the end was buried there where I met you I got lost when you were found It’s silent tonight, yeah, it’s over Cause I love like this is nothing I get used to So I hide my heart forever like a buried treasure 	1
Burn Blue	 I get to see you in everything We gave each other everything Now the well-lit stage play Is in the throes And now that the curtain’s drawing closed The end of the show  Seven days, enough for Everything planned You give me more and more ‘Til I can’t stand  Dividing more From only one Sucked back to you And now there’s Just time for Letting it burn blue  You make me wanna build something Impermeable You make me wanna destroy Something beautiful  My hands are tied I got no will to use My mind is blind My eyes won’t show me truth  So what do you want What do you want And how do you want  Dividing more From only one Sucked back to you And now there’s Just time for Letting it burn blue  Seven days, enough for Everything planned You give me more and more ‘Til I can’t stand 	1
Burn It Down	The cycle repeated As explosions broke in the sky All that i needed Was the one thing i coudn't find  And you were there at the turn Waiting to let me know  We're Building it Up To break it back down We're building it up To burn it down We can't wait To Burn it to the ground  The colors conflicted As the flames climb in to the clouds I wanted to fix this But coudn't stop from tearing it down  And you were there at the turn Caught in the burning glow And i was there at the turn Waiting to let you know  We're Building it Up To break it back down We're building it up To burn it down We can't wait To Burn it to the ground  You told me Yes, You held me high And i believed when you told that lie I played soldier, You played king And struck me down when i kissed that ring You lost that right, To hold that crown I build you up but you let me down So when you fall, I'll take my turn and fan the flames and your blazes burn [02:45.50 Waiting to let me know  We're Building it Up To break it back down We're building it up To burn it down We can't wait To Burn it to the ground  When you fall,I'll take my turn And fan the flames and your blazes burn  We can't wait To Burn it to the ground  When you fall,I'll take my turn And fan the flames and your blazes burn  We can't wait To Burn it to the ground 	1
Burn Out	Took a while for me I was blind but now I see And I hope that you need me Like I need you When i'm thinking back to when We took off it was all so easy then All good things don't have to end So trust in me And you'll see I'm ready for you I'm ready to fly I'm ready to jump off the edge of tonight We'll go all the way We'll never come down I've made up my mind girl if you want me around Never let our love burn out Never let our love burn out Never let go cuz baby it's cold without me to hold you Never let our love burn out Never let our love burn out Don't push me away It's never the same without me to hold you You stay on my mind Like a broken record all the time Cuz I can't forget that night You said to me Let's run away I'm ready for you I'm ready to fly I'm ready to jump off the edge of tonight We'll go all the way We'll never come down I've made up my mind girl if you want me around Never let our love burn out Never let our love burn out Never let go cuz baby it's cold without me to hold you Never let our love burn out Never let our love burn out Don't push me away It's never the same without me to hold you Keep a candle in your window So I can find my way Back home Never let our love burn out Never let our love burn out Never let go cuz baby it's cold without me to hold you Never let our love burn out Never let our love burn out Don't push me away It's never the same Without me to hold you To hold you	1
Burn	We, we don't have to worry  about nothing Cause we got the fire, and we're burning one hell of a something They, they gonna see us from outer space Light it up, like we're the stars of the human race, When the lights turned down, they don't know what they heard Strike the match, play it loud, giving love to the world We'll be raising our hands, shining up to the sky Cause we got the fire, fire, fire, yeah we got the fire fire fire And we gonna let it burn burn burn burn We gonna let it burn burn burn burn Gonna let it burn burn burn burn We gonna let it burn burn burn burn We don't wanna leave, no, we just gonna be right now And what we see, is everybody's on the floor acting crazy getting lurker to the lights out Music's on, I'm waking up, we stop the vibe, and we bump it up And it's over now, we got the love, there's no secret now, no secret now  When the lights turned down, they don't know what they heard Strike the match, play it loud, giving love to the world We'll be raising our hands, shining up to the sky Cause we got the fire, fire, fire, yeah we got the fire fire fire And we gonna let it burn We gonna let it burn burn burn burn We gonna let it burn burn burn burn We gonna let it burn burn burn burn We gonna let it burn burn burn burn We gonna let it burn burn burn burn	1
Burning	So many people telling me one way So many people telling me to stay Never had time to have my mind made up Caught in a motion that I don't wanna stop So many people telling me one way So many people telling me to stay Never had time to have my mind made up Caught in a motion that I don't wanna stop So many people telling me one way So many people telling me to stay Never had time to have my mind made up Caught in a motion that I don't wanna stop So many people telling me one way So many people telling me to stay Never had time to have my mind made up Caught in a motion that I don't wanna stop That I don't wanna stop That I don't wanna stop	1
Burnt Sugar	Ah, Ah, Ah Always had a sweet tooth Never could avoid it So baby you're my weakness And you're just my type When you said forever Sounded like you meant it Caramel intentions But you're just all hype Oh we were sticky-sweet Good enough to eat Thought you'd stick around When the season changed Didn't taste the same Came crashing down Oh i can't get the taste out my mouth Cause your lips taste like burnt sugar now What kind of flame came and burned down the house Cause those lips taste like burnt sugar now Oh, Oh, Oh, Oh We were always headed Headed some place bitter In the wrong direction And it took one bite Oh we were sticky-sweet Good enough to eat Thought you'd stick around (thought you'd stick around) When the season changed Didn't taste the same Came crashing down Oh i can't get the taste out my mouth Cause your lips taste like burnt sugar now What kind of flame came and burned down the house Cause those lips taste like burnt sugar now Oh, Oh, Oh, Oh Bitter, salty, sugar, sweet Should've seen what's underneath Everything behind your candy shell Come on taste your medicine A tablespoon of cinnamon Tell me how that feels upon your tongue Oh i can't get the taste out my mouth Cause your lips taste like burnt sugar now What kind of flame came and burned down the house Cause those lips taste like burnt sugar now Oh, Oh, Oh, Oh	1
Butterflies	Wait a minute Every time you're near My body's getting reckless Hope I don't regret this Wait a minute The way you make me feel I can't keep my focus It's too much to resist I'm over being under your spell It keeps blinding me Was too blind to see, yeah I'm not the only one that you tell That I'm the only one But my heart keeps telling me the perfect lie You rip me up with every last goodbye I don't wanna say forever  It's just another now or never So heart don't let me trust these butterflies  I don't trust these butterflies-flies  'Cause they fool me every time  Wait a minute You want another try Like the time befo-ore  Then a million mo-ore Wait a minute I'm ready to fly No need to read your mind I can read the signs I'm over being under your spell It keeps blinding me Was too blind to see, yeah I'm not the only one that you tell That I'm the only one But my heart keeps telling me the perfect lie You rip me up with every last goodbye I don't wanna say forever It's just another now or never So heart don't let me trust these butterflies  I don't trust these butterflies-flies  'Cause they fool me every time  You wanna catch me before I'm gone But I'm already there  Yeah, I'm already there  You wanna stop me from moving on But I'm already there Yeah, I'm already there  My heart keeps telling me the perfect lie You rip me up with every last goodbye I don't wanna say forever It's just another now or never So heart don't let me trust these butterflies  I don't trust these butterflies I don't trust these butterflies  I don't trust these butterflies-flies 'Cause they fool me every time 	1
Butterfly Effect	Murda on the beat so it's not nice For this life, I cannot change Hidden Hills, deep off in the main M&M's, sweet like candy cane Drop the top, pop it Let it bang (pop it, pop it) For this life, I cannot change Hidden Hills, deep off in the main M&M's, sweet like candy cane Drop the top, pop it Let it bang (pop it, pop it) Drop the top, play hide and seek Jump inside, jump straight to the leak Take a sip, feel just how I breathe On freeway, but no Ain't nothin' free (straight up) Bend laws, bend lanes Been bustin' bills But still ain't nothin' change You in the mob soon as you rock the chain She caught the waves just Thumbin' through my braids (alright) Heatin' up, baby, I'm just heatin' up (it's lit) Need ya love not a need it is a must(yeah) Fill his cup, you know how they keep me up(yeah yeah) Icy love, icy like a hockey puck (alright) For this life, I cannot change Hidden Hills, deep off in the main M&M's, sweet like candy cane Drop the top, pop it Let it bang (Pop it, pop it) For this life, I cannot change Hidden Hills, deep off in the main(yeah yeah) M&M's, sweet like candy cane Drop the top, pop it let it bang All the ones, all the chains piled on the mantle All the dogs, all the dogs low creep Right behind me in the Phantom Never go, never go dip on this estates Santana Yeah, run it back, turn the lights on When I hit up Green Lantern Yeah, fly the broads Fly the dogs down to Atlanta Yeah, in the cut in Medusa Lay low yeah I might be Yeah, roll up, help me calm down When I move in high speed Yeah, If I send one, need the text back 'Cause you know what I need(straight up) Oh, please (oh please) Oh me (oh me) Oh my (oh my) We been movin' We been movin' for some time (Alright!) Flexin', flexin' try to exercise Exercise, exercise, exercise, exercise(yeah yeah) For this life, I cannot change Hidden Hills, deep off in the main M&M's, sweet like candy cane Drop the top, pop it Let it bang (Pop it, pop it) For this life, I cannot change Hidden Hills, deep off in the main M&M's, sweet like candy cane Drop the top, pop it, let it bang (Yah!)	1
Butterfly	 Ay,Iyaiyai Ay,Iyaiyai Ay,Iyaiyai Where's my samurai?  I've been searching for a man Allacross japan Just to find,to find my samurai Someone who is strong But still a little shy Yes I need,I need my samurai Ay,ay,ay I'm your little butterfly Green,black and blue Make the colours in the sky Ay,ay,ay I'm your little butterfly Green,black and blue Make the colours in the sky  I've been searching in the woods And high upon the hills Just to find,to find my samurai Someone who won't regret To keep me his net Yes I need,I need my samurai Ay,ay,ay I'm your little butterfly Green,black and blue Make the colours in the sky Ay,ay,ay I'm your little butterfly Green,black and blue Make the colours in the sky  Ay,Iyaiyai Ay,Iyaiyai Ay,Iyaiyai Where's my samurai? Ay,Iyaiyai Ay,Iyaiyai Ay,Iyaiyai Where's my samurai?  Ay,ay,ay I'm your little butterfly Green,black and blue Make the colours in the sky Ay,ay,ay I'm your little butterfly Green,black and blue Make the colours in the sky Ay,ay,ay I'm your little butterfly Green,black and blue Make the colours in the sky Ay,ay,ay I'm your little butterfly Green,black and blue Make the colours in the sky  Ay,Iyaiyai Ay,Iyaiyai Ay,Iyaiyai Where's my samurai? Ay,Iyaiyai Ay,Iyaiyai Ay,Iyaiyai Where's my samurai?  Ay,ay,ay I'm your little butterfly Green,black and blue Make the colours in the sky 	1
By Your Side	Let's go out and be wild Do it while we can (do, do) Runnin' free in the world We've got all weekend (do, do)  Tear it up, tear it down Gettin' lost in the sound of our hearts beatin' Take me here, take me now Gettin' lost in a crowd with you  Up, all night I waited for you all my life Hold my hand and keep me close I'll never let you go No not tonight Keep me by your side Keep me by your side Keep me by your  Side, side, side, your Side, side, side, your Side, side, side, your Side, your-your-your-your-your-your Side, side, side, your Side, side, side, your Side, side, side Keep me by your Side, side, side, your Side, side, side, your Side, side, side, your Side, your-your-your-your-your-your Side, side, side, your Side, side, side, your Side, side, side Keep me by your side  Scattered hearts, broken glass I don't feel a thing (do, do) 'Cause I'm frozen in time When you're next to me (do, do)  Tear it up, tear it down Gettin' lost in the sound of our hearts beatin' Take me here, take me now Gettin' lost in a crowd with you  Up, all night I waited for you all my life Hold my hand and keep me close I'll never let you go No not tonight Keep me by your side Keep me by your side Keep me by your  Side, side, side, your Side, side, side, your Side, side, side, your Side, your-your-your-your-your-your Side, side, side, your Side, side, side, your Side, side, side Keep me by your Side, side, side, your Side, side, side, your Side, side, side, your Side, your-your-your-your-your-your Side, side, side, your Side, side, side, your Side, side, side Keep me by your side	1
